0 0 0 0 0
0.01 0 0 0 0
0.02 0 0 0 0
0.03 0 0 0 0
0.04 0 0 0 0
0.05 0 0 0 0
0.06 0 0 0 0
0.07 0 0 0 0
0.08 0 0 0 0
0.09 0 0 0 0
0.1 0 0 0 0
0.11 0 0 0 0
0.12 0 0 0 0
0.13 0 0 0 0
0.14 0 0 0 0
0.15 0 0 0 0
0.16 0 0 0 0
0.17 0 0 0 0
0.18 0 0 0 0
0.19 0 0 0 0
0.2 0 0 0 0
0.21 0 0 0 0
0.22 0 0 0 0
0.23 0 0 0 0
0.24 0 0 0 0
0.25 0 0 0 0
0.26 0 0 0 0
0.27 0 0 0 0
0.28 0 0 0 0
0.29 0 0 0 0
0.3 0 0 0 0
0.31 0 0 0 0
0.32 0 0 0 0
0.33 0 0 0 0
0.34 0 0 0 0
0.35 0 0 0 0
0.36 0 0 0 0
0.37 0 0 0 0
0.38 0 0 0 0
0.39 0 0 0 0
0.4 0 0 0 0
0.41 0 0 0 0
0.42 0 0 0 0
0.43 0 0 0 0
0.44 0 0 0 0
0.45 0 0 0 0
0.46 0 0 0 0
0.47 0 0 0 0
0.48 0 0 0 0
0.49 0 0 0 0
0.5 0 0 0 0
0.51 0 0 0 0
0.52 0 0 0 0
0.53 0 0 0 0
0.54 0 0 0 0
0.55 0 0 0 0
0.56 0 0 0 0
0.57 0 0 0 0
0.58 0 0 0 0
0.59 0 0 0 0
0.6 0 0 0 0
0.61 0 0 0 0
0.62 0 0 0 0
0.63 0 0 0 0
0.64 0 0 0 0
0.65 0 0 0 0
0.66 0 0 0 0
0.67 0 0 0 0
0.68 0 0 0 0
0.69 0 0 0 0
0.7 0 0 0 0
0.71 0 0 0 0
0.72 0 0 0 0
0.73 0 0 0 0
0.74 0 0 0 0
0.75 0 0 0 0
0.76 0 0 0 0
0.77 0 0 0 0
0.78 0 0 0 0
0.79 0 0 0 0
0.8 0 0 0 0
0.81 0 0 0 0
0.82 0 0 0 0
0.83 0 0 0 0
0.84 0 0 0 0
0.85 0 0 0 0
0.86 0 0 0 0
0.87 0 0 0 0
0.88 0 0 0 0
0.89 0 0 0 0
0.9 0 0 0 0
0.91 0 0 0 0
0.92 0 0 0 0
0.93 0 0 0 0
0.94 0 0 0 0
0.95 0 0 0 0
0.96 0 0 0 0
0.97 0 0 0 0
0.98 0 0 0 0
0.99 0 0 0 0
1 0 0 0 0
1.01 0 0 0 0
1.02 0 0 0 0
1.03 0 0 0 0
1.04 0 0 0 0
1.05 0 0 0 0
1.06 0 0 0 0
1.07 0 0 0 0
1.08 0 0 0 0
1.09 0 0 0 0
1.1 0 0 0 0
1.11 0 0 0 0
1.12 0 0 0 0
1.13 0 0 0 0
1.14 0 0 0 0
1.15 0 0 0 0
1.16 0 0 0 0
1.17 0 0 0 0
1.18 0 0 0 0
1.19 0 0 0 0
1.2 0 0 0 0
1.21 0 0 0 0
1.22 0 0 0 0
1.23 0 0 0 0
1.24 0 0 0 0
1.25 0 0 0 0
1.26 0 0 0 0
1.27 0 0 0 0
1.28 0 0 0 0
1.29 0 0 0 0
1.3 0 0 0 0
1.31 0 0 0 0
1.32 0 0 0 0
1.33 0 0 0 0
1.34 0.00919451 0 0 0.0206877
1.35 0.012135 0 0 0.0204444
1.36 0.0118202 0 0 0.0198614
1.37 0.0348798 0 0 0.0586897
1.38 0.0630785 0 0 0.12886
1.39 0.110822 0 0 0.185613
1.4 0.10917 0 0 0.176611
1.41 0.162021 0 0 0.296343
1.42 0.243709 0 0 0.468708
1.43 0.351457 0 0 0.652459
1.44 0.467156 0 0 0.878949
1.45 0.619879 0 0 1.13208
1.46 0.742301 0 0 1.39839
1.47 0.95733 0 0 1.68833
1.48 1.18775 0 0 2.11753
1.49 1.55213 0 0 2.78199
1.5 1.71269 0 0 3.22497
1.51 2.04173 0 0 3.72038
1.52 2.28391 0 0 4.13636
1.53 2.68942 0 0 4.90597
1.54 2.79499 0 0 5.06543
1.55 3.03037 0 0 5.62942
1.56 3.27717 0 0 5.97678
1.57 3.44312 0 0 6.45025
1.58 3.63046 0 0 6.86612
1.59 3.77081 0 0 6.9664
1.6 3.85545 0 0 7.11676
1.61 4.06903 0 0 7.59491
1.62 3.90837 0 0 7.27965
1.63 3.73963 0 0 7.00214
1.64 3.69045 0 0 6.8793
1.65 3.61373 0 0 6.71853
1.66 3.46955 0 0 6.5097
1.67 3.23785 0 0 6.08395
1.68 3.03235 0 0 5.60012
1.69 2.87772 0 0 5.41167
1.7 2.75752 0 0 5.2705
1.71 2.44838 0 0 4.63669
1.72 2.19712 0 0 4.26292
1.73 2.1292 0 0 4.03622
1.74 1.82802 0 0 3.4658
1.75 1.77546 0 0 3.40778
1.76 1.68608 0 0 3.14555
1.77 1.40193 0 0 2.56888
1.78 1.30851 0 0 2.47434
1.79 1.18965 0 0 2.2303
1.8 1.00657 0 0 1.95344
1.81 1.04013 0 0 1.98006
1.82 0.883594 0 0 1.76129
