48501 2.07059  -51.5181
48601 2.03287  -51.5257
48701 2.06204  -51.5578
48801 2.02095  -51.5369
48901 2.0532  -51.5298
49001 2.0521  -51.5215
49101 2.05431  -51.536
49201 2.02967  -51.5748
49301 2.01104  -51.5462
49401 1.99656  -51.5664
49501 2.04105  -51.5977
49601 2.02597  -51.6282
49701 1.99513  -51.6546
49801 2.05612  -51.6564
49901 2.02468  -51.6377
50001 2.07371  -51.6472
50101 2.06278  -51.6208
50201 2.02012  -51.6314
50301 2.04117  -51.6584
50401 2.0478  -51.6659
50501 2.00973  -51.6278
50601 2.05953  -51.621
50701 2.05308  -51.6317
50801 2.06907  -51.6621
50901 2.02881  -51.6415
51001 2.05235  -51.6551
51101 2.03484  -51.6503
51201 2.03238  -51.6875
51301 2.03676  -51.7338
51401 2.03588  -51.7414
51501 2.06887  -51.7611
51601 2.04386  -51.7566
51701 2.06162  -51.7856
51801 2.04108  -51.7636
51901 2.07144  -51.7835
52001 2.08357  -51.7865
52101 2.08373  -51.7974
52201 2.12225  -51.8104
52301 2.11749  -51.8117
52401 2.09433  -51.8152
52501 2.08355  -51.8302
52601 2.0675  -51.8225
52701 2.0646  -51.8238
52801 2.09452  -51.8826
52901 2.06182  -51.8829
53001 2.06346  -51.8966
53101 2.0631  -51.894
53201 2.08422  -51.9055
53301 2.08136  -51.8586
53401 2.07512  -51.8852
53501 2.06969  -51.9022
53601 2.07822  -51.9253
53701 2.07587  -51.8985
53801 2.07415  -51.8931
53901 2.09982  -51.9162
54001 2.08014  -51.9305
54101 2.09333  -51.8808
54201 2.10986  -51.8737
54301 2.0847  -51.897
54401 2.09796  -51.9185
54501 2.08329  -51.9318
54601 2.10204  -51.9336
54701 2.09398  -51.9646
54801 2.06785  -51.9639
54901 2.06945  -51.9476
55001 2.10684  -51.9997
55101 2.10418  -52.0344
55201 2.08849  -52.0522
55301 2.11995  -52.017
55401 2.13408  -52.0299
55501 2.11891  -52.0047
55601 2.09873  -52.0238
55701 2.09162  -52.0029
55801 2.10389  -52.0375
55901 2.12738  -52.0811
56001 2.1174  -52.0756
56101 2.15119  -52.0987
56201 2.1267  -52.0701
56301 2.09741  -52.0961
56401 2.15509  -52.1385
56501 2.166  -52.105
56601 2.15174  -52.0968
56701 2.13697  -52.0846
56801 2.13312  -52.0949
56901 2.15392  -52.1506
57001 2.16939  -52.1324
57101 2.13205  -52.1502
57201 2.13783  -52.1333
57301 2.18858  -52.1746
57401 2.12262  -52.2177
57501 2.15377  -52.2365
57601 2.12535  -52.2592
57701 2.1319  -52.2625
57801 2.09644  -52.2738
57901 2.16561  -52.319
58001 2.12175  -52.2707
58101 2.14381  -52.3127
58201 2.14375  -52.2939
58301 2.12701  -52.2816
58401 2.11809  -52.2832
58501 2.12385  -52.3106
58601 2.11706  -52.3118
58701 2.10721  -52.3057
58801 2.16287  -52.3087
58901 2.15209  -52.3274
59001 2.13892  -52.3319
59101 2.145  -52.3337
59201 2.11778  -52.332
59301 2.133  -52.3806
59401 2.15155  -52.4031
59501 2.17456  -52.4421
59601 2.16714  -52.4037
59701 2.16161  -52.3788
59801 2.17934  -52.3424
59901 2.16019  -52.3878
60001 2.16729  -52.3893
60101 2.15808  -52.3848
60201 2.17691  -52.4188
60301 2.17918  -52.4373
60401 2.15595  -52.4083
60501 2.14527  -52.4064
60601 2.18738  -52.4186
60701 2.13335  -52.4043
60801 2.15583  -52.4575
60901 2.15553  -52.4424
61001 2.18605  -52.4758
61101 2.17538  -52.4816
61201 2.17653  -52.5118
61301 2.17869  -52.5309
61401 2.19274  -52.5518
61501 2.15478  -52.4901
61601 2.18936  -52.5259
61701 2.17475  -52.4839
61801 2.17807  -52.493
61901 2.22256  -52.5652
62001 2.21625  -52.5788
62101 2.1937  -52.5967
62201 2.17899  -52.5787
62301 2.16367  -52.587
62401 2.15651  -52.5764
62501 2.1572  -52.5531
62601 2.17221  -52.6074
62701 2.15283  -52.6253
62801 2.15753  -52.647
62901 2.15687  -52.6831
63001 2.18367  -52.6744
63101 2.17469  -52.6859
63201 2.15301  -52.714
63301 2.15881  -52.7408
63401 2.15578  -52.7478
63501 2.15763  -52.6763
63601 2.20056  -52.7303
63701 2.16724  -52.7443
63801 2.18091  -52.7299
63901 2.18505  -52.7231
64001 2.16497  -52.6914
64101 2.1909  -52.7454
64201 2.26154  -52.7678
64301 2.22786  -52.7889
64401 2.20809  -52.7858
64501 2.18058  -52.7916
64601 2.22887  -52.7922
64701 2.22698  -52.8097
64801 2.21811  -52.803
64901 2.20452  -52.7883
65001 2.23034  -52.7989
65101 2.21911  -52.7793
65201 2.20067  -52.788
65301 2.19238  -52.7928
65401 2.2083  -52.822
65501 2.18334  -52.8428
65601 2.22336  -52.9156
65701 2.21323  -52.932
65801 2.20671  -52.9008
65901 2.24269  -52.9331
66001 2.25104  -52.9487
66101 2.22984  -52.9519
66201 2.25191  -52.9151
66301 2.26368  -52.9556
66401 2.28466  -52.939
66501 2.24369  -52.9519
66601 2.23584  -52.9518
66701 2.24732  -52.9181
66801 2.22919  -52.9194
66901 2.23581  -52.9545
67001 2.23836  -52.9733
67101 2.24182  -52.9745
67201 2.22948  -52.9839
67301 2.20193  -53.0157
67401 2.23053  -53.0437
67501 2.18762  -52.9924
67601 2.19927  -52.9795
67701 2.23081  -52.9881
67801 2.22782  -52.97
67901 2.2302  -52.9431
68001 2.21831  -52.9706
68101 2.20959  -53.0097
68201 2.19848  -53.0362
68301 2.21862  -53.0767
68401 2.17044  -53.0496
68501 2.2319  -53.0539
68601 2.24078  -53.0894
68701 2.22273  -53.1088
68801 2.22331  -53.1328
68901 2.20815  -53.1329
69001 2.18925  -53.126
69101 2.24317  -53.1905
69201 2.21091  -53.1883
69301 2.2218  -53.182
69401 2.20965  -53.1579
69501 2.19917  -53.1529
69601 2.21894  -53.208
69701 2.2272  -53.2412
69801 2.20524  -53.2558
69901 2.22147  -53.2265
70001 2.24176  -53.2136
70101 2.23565  -53.218
70201 2.24333  -53.246
70301 2.22089  -53.2295
70401 2.2134  -53.2252
70501 2.20228  -53.2248
70601 2.26371  -53.2023
70701 2.21501  -53.2289
70801 2.19117  -53.2635
70901 2.18506  -53.2143
71001 2.20016  -53.254
71101 2.22706  -53.2422
71201 2.22566  -53.2288
71301 2.23544  -53.2259
71401 2.21473  -53.2136
71501 2.21065  -53.2088
71601 2.20509  -53.2375
71701 2.19716  -53.2274
71801 2.20471  -53.2068
71901 2.23142  -53.1903
72001 2.22432  -53.2155
72101 2.21211  -53.2566
72201 2.20558  -53.2562
72301 2.24769  -53.272
72401 2.21597  -53.278
72501 2.23225  -53.2318
72601 2.21893  -53.24
72701 2.21968  -53.2305
72801 2.20476  -53.2423
72901 2.244  -53.2383
73001 2.23733  -53.2356
73101 2.24188  -53.294
73201 2.25442  -53.2901
73301 2.21615  -53.2874
73401 2.25268  -53.3099
73501 2.23342  -53.3042
73601 2.26035  -53.3263
73701 2.24206  -53.327
73801 2.24579  -53.3569
73901 2.21351  -53.327
74001 2.21694  -53.34
74101 2.21333  -53.3489
74201 2.26557  -53.3875
74301 2.2611  -53.3668
74401 2.25709  -53.3606
74501 2.24135  -53.3745
74601 2.23088  -53.328
74701 2.26879  -53.357
74801 2.28674  -53.3663
74901 2.24201  -53.3445
75001 2.25055  -53.3244
75101 2.23055  -53.3295
75201 2.26471  -53.3346
75301 2.21481  -53.3009
75401 2.23296  -53.3286
75501 2.26203  -53.3191
75601 2.25022  -53.3366
75701 2.20561  -53.3081
75801 2.23225  -53.3181
75901 2.25122  -53.314
76001 2.254  -53.3197
76101 2.26299  -53.3255
76201 2.26025  -53.3613
76301 2.24203  -53.3173
76401 2.20531  -53.3022
76501 2.26334  -53.3275
76601 2.24276  -53.3318
76701 2.24918  -53.3431
76801 2.28567  -53.3422
76901 2.28568  -53.3657
77001 2.28663  -53.3602
77101 2.2812  -53.3624
77201 2.28661  -53.3667
77301 2.27245  -53.3634
77401 2.25461  -53.3664
77501 2.28825  -53.3766
77601 2.29693  -53.4207
77701 2.29083  -53.4325
77801 2.30727  -53.4472
77901 2.26171  -53.3986
78001 2.27269  -53.4185
78101 2.31732  -53.4484
78201 2.32387  -53.4298
78301 2.32004  -53.4148
78401 2.2815  -53.4164
78501 2.30552  -53.4317
78601 2.29295  -53.4055
78701 2.331  -53.453
78801 2.28818  -53.4921
78901 2.30207  -53.4917
79001 2.33048  -53.486
79101 2.28596  -53.4925
79201 2.29055  -53.4958
79301 2.30585  -53.5269
79401 2.32265  -53.5449
79501 2.32655  -53.5519
79601 2.35001  -53.5791
79701 2.33889  -53.6052
79801 2.33007  -53.6385
79901 2.33831  -53.649
80001 2.36093  -53.6178
80101 2.34818  -53.588
80201 2.33345  -53.5996
80301 2.36281  -53.6259
80401 2.34001  -53.6539
80501 2.35026  -53.6696
80601 2.34784  -53.6479
80701 2.31113  -53.6287
80801 2.30755  -53.6398
80901 2.32694  -53.632
81001 2.3331  -53.6253
81101 2.32898  -53.6245
81201 2.36815  -53.6449
81301 2.32671  -53.6674
81401 2.37024  -53.655
81501 2.3721  -53.6491
81601 2.37166  -53.6783
81701 2.39613  -53.6277
81801 2.39911  -53.631
81901 2.35266  -53.6374
82001 2.3458  -53.6318
82101 2.35202  -53.6071
82201 2.35617  -53.6368
82301 2.35532  -53.6128
82401 2.34611  -53.5685
82501 2.31888  -53.5458
82601 2.34235  -53.5398
82701 2.33989  -53.5109
82801 2.32008  -53.5143
82901 2.34373  -53.5071
83001 2.34052  -53.5009
83101 2.36334  -53.4863
83201 2.33974  -53.5157
83301 2.31538  -53.5194
83401 2.33847  -53.5227
83501 2.32117  -53.5198
83601 2.32183  -53.5213
83701 2.32585  -53.5006
83801 2.34274  -53.4994
83901 2.35032  -53.4597
84001 2.32799  -53.4814
84101 2.31137  -53.5016
84201 2.31122  -53.4756
84301 2.32604  -53.5072
84401 2.31491  -53.5747
84501 2.34838  -53.6219
84601 2.33726  -53.6144
84701 2.33409  -53.5917
84801 2.31359  -53.6106
84901 2.30323  -53.61
85001 2.32802  -53.6396
85101 2.31476  -53.6122
85201 2.31772  -53.6354
85301 2.30122  -53.6334
85401 2.32802  -53.6534
85501 2.34233  -53.6372
85601 2.37389  -53.6498
85701 2.3765  -53.6343
85801 2.31392  -53.637
85901 2.32992  -53.6403
86001 2.34701  -53.6409
86101 2.32517  -53.6531
86201 2.30338  -53.6624
86301 2.35972  -53.6765
86401 2.33418  -53.6681
86501 2.36283  -53.6919
86601 2.38311  -53.7
86701 2.33963  -53.7134
86801 2.36024  -53.6881
86901 2.34305  -53.6744
87001 2.31555  -53.6581
87101 2.3418  -53.6599
87201 2.33171  -53.6516
87301 2.37166  -53.6983
87401 2.34872  -53.7027
87501 2.35648  -53.7379
87601 2.35806  -53.7645
87701 2.35635  -53.7473
87801 2.39237  -53.7635
87901 2.37381  -53.7322
88001 2.3479  -53.7712
88101 2.3482  -53.7595
88201 2.37305  -53.7949
88301 2.36154  -53.7697
88401 2.35843  -53.7804
88501 2.3455  -53.7913
88601 2.33796  -53.8123
88701 2.34144  -53.8203
88801 2.34878  -53.805
88901 2.36094  -53.8271
89001 2.35531  -53.8329
89101 2.35914  -53.8277
89201 2.3804  -53.7711
89301 2.32274  -53.7508
89401 2.35657  -53.7673
89501 2.35302  -53.7473
89601 2.36069  -53.7956
89701 2.31177  -53.7394
89801 2.37344  -53.8037
89901 2.39813  -53.7917
90001 2.34257  -53.7702
90101 2.34466  -53.8079
90201 2.33917  -53.8011
90301 2.36784  -53.7499
90401 2.37865  -53.7605
90501 2.35371  -53.7589
90601 2.38048  -53.7504
90701 2.33549  -53.7591
90801 2.3776  -53.7851
90901 2.37128  -53.8126
91001 2.35507  -53.8168
91101 2.34946  -53.7862
91201 2.31651  -53.743
91301 2.37509  -53.79
91401 2.36801  -53.7803
91501 2.40748  -53.7867
91601 2.37683  -53.8107
91701 2.38091  -53.7959
91801 2.36107  -53.7802
91901 2.35751  -53.7275
92001 2.3289  -53.7561
92101 2.33072  -53.7921
92201 2.31495  -53.8251
92301 2.35544  -53.8421
92401 2.36611  -53.8406
92501 2.38845  -53.8858
92601 2.36918  -53.8755
92701 2.36247  -53.8842
92801 2.35294  -53.8657
92901 2.32872  -53.858
93001 2.34782  -53.8316
93101 2.32546  -53.8499
93201 2.3247  -53.8329
93301 2.34599  -53.8245
93401 2.32335  -53.7888
93501 2.37828  -53.8101
93601 2.36701  -53.8022
93701 2.37696  -53.786
93801 2.3901  -53.7865
93901 2.38182  -53.7926
94001 2.33741  -53.7975
94101 2.3664  -53.8213
94201 2.37555  -53.843
94301 2.38343  -53.8223
94401 2.38199  -53.7894
94501 2.33186  -53.786
94601 2.35796  -53.7731
94701 2.35257  -53.7748
94801 2.39527  -53.8469
94901 2.37661  -53.8934
95001 2.37498  -53.9108
95101 2.39496  -53.8927
95201 2.37621  -53.9051
95301 2.3823  -53.8839
95401 2.37511  -53.9069
95501 2.3975  -53.8701
95601 2.37014  -53.8537
95701 2.37303  -53.8668
95801 2.40266  -53.9093
95901 2.39995  -53.9001
96001 2.39039  -53.9087
96101 2.38887  -53.9324
96201 2.40218  -53.8921
96301 2.37856  -53.9301
96401 2.37259  -53.9465
96501 2.34885  -53.9082
96601 2.37219  -53.9014
96701 2.37417  -53.935
96801 2.35331  -53.9198
96901 2.36468  -53.9072
97001 2.34411  -53.8829
97101 2.38229  -53.8896
97201 2.38051  -53.9013
97301 2.37012  -53.9015
97401 2.38954  -53.9087
97501 2.37588  -53.8957
97601 2.35171  -53.8949
97701 2.35257  -53.9044
97801 2.37377  -53.9301
97901 2.40482  -53.9209
98001 2.36282  -53.9085
98101 2.406  -53.9118
98201 2.35555  -53.9341
98301 2.35464  -53.945
98401 2.38765  -53.9547
98501 2.3612  -53.9319
98601 2.38858  -53.9666
98701 2.35955  -53.9658
98801 2.39662  -53.9864
98901 2.38845  -53.9636
99001 2.39818  -53.9943
99101 2.40409  -54.0045
99201 2.34369  -53.9876
99301 2.39784  -53.9761
99401 2.36629  -53.966
99501 2.3781  -53.9478
99601 2.36544  -53.9152
99701 2.40314  -53.952
99801 2.40509  -53.9867
99901 2.41641  -53.9833
100001 2.36688  -54.0166
100101 2.39884  -54.0592
100201 2.41939  -54.1008
100301 2.40933  -54.0733
100401 2.39969  -54.0581
100501 2.39322  -54.0481
100601 2.37925  -54.0429
100701 2.41205  -54.0699
